Tipo;ID;Parent ID;Nome (EN);Nome (TH);Prezzo;Modificatore Prezzo;SKU;Descrizione (EN);Descrizione (TH);Immagine (URL);Immagine (File);Icona Categoria;Gruppo Extra Abilitati
"Categoria";"traditional-italian-pizza";"";"Traditional Italian Pizza";"พิซซ่าอิตาเลียนแบบดั้งเดิม";"";"";"";"";"";"";"";"🍕";""
"Extra";"10121";"pizza-pineapple";"Capers Extra";"เคเปอร์เพิ่ม";"40";"";"10121";"";"";"";"";"";""
"Extra";"10129";"pizza-pineapple";"Chicken Ham Extra";"แฮมไก่เพิ่ม";"50";"";"10129";"";"";"";"";"";""
"Extra";"10141";"pizza-pineapple";"Chicken Salame Extra";"ซาลามี่ไก่เพิ่ม";"50";"";"10141";"";"";"";"";"";""
"Extra";"10102";"pizza-pineapple";"Extra "" Mozzarella Cheese";"ชีสมอซซาเรลล่าเพิ่ม";"50";"";"10102";"";"";"";"";"";""
"Extra";"10191";"pizza-pineapple";"Fresh Tomato Extra";"มะเขือเทศสดเพิ่ม";"20";"";"10191";"";"";"";"";"";""
"Extra";"10118";"pizza-pineapple";"Gorgonzola Extra";"ชีสกอร์กอนโซล่าเพิ่ม";"50";"";"10118";"";"";"";"";"";""
"Extra";"10113";"pizza-pineapple";"Ham Extra";"แฮมเพิ่ม";"50";"";"10113";"";"";"";"";"";""
"Extra";"10236";"pizza-pineapple";"Hotdog Extra";"ฮอทดอกเพิ่ม";"50";"";"10236";"";"";"";"";"";""
"Extra";"10094";"pizza-pineapple";"Mushrooms Extra";"เห็ดเพิ่ม";"30";"";"10094";"";"";"";"";"";""
"Extra";"10068";"pizza-pineapple";"Onion/Garlic Extra";"หอมใหญ่/กระเทียมเพิ่ม";"20";"";"10068";"";"";"";"";"";""
"Extra";"10171";"pizza-pineapple";"Parmesan cheese 🧀";"พาร์เมซานชีสเพิ่ม";"20";"";"10171";"";"";"";"";"";""
"Extra";"10062";"pizza-pineapple";"Pesto Sauce Extra";"ซอสเพสโต้เพิ่ม";"60";"";"10062";"";"";"";"";"";""
"Extra";"10095";"pizza-pineapple";"Pineapple Extra";"สับปะรดเพิ่ม";"30";"";"10095";"";"";"";"";"";""
"Extra";"10088";"pizza-pineapple";"Salame Calabrese Extra";"ซาลามี่คาลาเบรียเพิ่ม";"50";"";"10088";"";"";"";"";"";""
"Extra";"10087";"pizza-pineapple";"Salame Extra";"ซาลามี่เพิ่ม";"50";"";"10087";"";"";"";"";"";""
"Extra";"10086";"pizza-pineapple";"Sausage Extra";"ไส้กรอกเพิ่ม";"50";"";"10086";"";"";"";"";"";""
"Extra";"10107";"pizza-pineapple";"Sweet Bell Peppers Extra";"พริกหวานเพิ่ม";"50";"";"10107";"";"";"";"";"";""
"Extra";"10172";"pizza-pineapple";"Tofu Extra";"เต้าหู้เพิ่ม";"50";"";"10172";"";"";"";"";"";""
"Extra";"10120";"pizza-pineapple";"Tuna Extra";"ทูน่าเพิ่ม";"50";"";"10120";"";"";"";"";"";""
"Extra";"10100";"pizza-pineapple";"Vegetables Extra";"ผักเพิ่ม";"50";"";"10100";"";"";"";"";"";""
"Piatto";"pizza-sweet-bell-pepper-cheese";"traditional-italian-pizza";"PIZZA SWEET BELL PEPPER CHEESE";"พิซซ่าพริกหวานและชีส";"270";"";"";"Tomato Sauce, Olive Oil, Sweet Bell Peppers, Mozzarella";"ซอสมะเขือเทศ, น้ำมันมะกอก, พริกหวาน, ชีสมอซซาเรลล่า";"https://gjqevgkbjkharczhikcl.supabase.co/storage/v1/object/public/delivery_food/01-Pizza/13-pizza-sweet-bell-pepper-cheese.webp";"01-Pizza/13-pizza-sweet-bell-pepper-cheese.webp";"";"Pizza Extras"
"Variante";"10012";"pizza-sweet-bell-pepper-cheese";"12""";"12""";"270";"0";"10012";"";"";"";"";"";""
"Variante";"10244";"pizza-sweet-bell-pepper-cheese";"8""";"8""";"180";"-90";"10244";"";"";"";"";"";""
"Extra";"10122";"pizza-sweet-bell-pepper-cheese";"1 Egg Extra";"ไข่ไก่เพิ่ม";"20";"";"10122";"";"";"";"";"";""
"Extra";"10285";"pizza-sweet-bell-pepper-cheese";"Anchovies Extra";"แองโชวี่เพิ่ม";"50";"";"10285";"";"";"";"";"";""
"Extra";"10096";"pizza-sweet-bell-pepper-cheese";"Artichoke Extra";"อาร์ติโชคเพิ่ม";"50";"";"10096";"";"";"";"";"";""
"Extra";"10111";"pizza-sweet-bell-pepper-cheese";"Bacon Extra";"เบคอนเพิ่ม";"50";"";"10111";"";"";"";"";"";""
"Extra";"10138";"pizza-sweet-bell-pepper-cheese";"Black Olives Extra";"มะกอกดำเพิ่ม";"40";"";"10138";"";"";"";"";"";""
"Extra";"10121";"pizza-sweet-bell-pepper-cheese";"Capers Extra";"เคเปอร์เพิ่ม";"40";"";"10121";"";"";"";"";"";""
"Extra";"10129";"pizza-sweet-bell-pepper-cheese";"Chicken Ham Extra";"แฮมไก่เพิ่ม";"50";"";"10129";"";"";"";"";"";""
"Extra";"10141";"pizza-sweet-bell-pepper-cheese";"Chicken Salame Extra";"ซาลามี่ไก่เพิ่ม";"50";"";"10141";"";"";"";"";"";""
"Extra";"10102";"pizza-sweet-bell-pepper-cheese";"Extra "" Mozzarella Cheese";"ชีสมอซซาเรลล่าเพิ่ม";"50";"";"10102";"";"";"";"";"";""
"Extra";"10191";"pizza-sweet-bell-pepper-cheese";"Fresh Tomato Extra";"มะเขือเทศสดเพิ่ม";"20";"";"10191";"";"";"";"";"";""
"Extra";"10118";"pizza-sweet-bell-pepper-cheese";"Gorgonzola Extra";"ชีสกอร์กอนโซล่าเพิ่ม";"50";"";"10118";"";"";"";"";"";""
"Extra";"10113";"pizza-sweet-bell-pepper-cheese";"Ham Extra";"แฮมเพิ่ม";"50";"";"10113";"";"";"";"";"";""
"Extra";"10236";"pizza-sweet-bell-pepper-cheese";"Hotdog Extra";"ฮอทดอกเพิ่ม";"50";"";"10236";"";"";"";"";"";""
"Extra";"10094";"pizza-sweet-bell-pepper-cheese";"Mushrooms Extra";"เห็ดเพิ่ม";"30";"";"10094";"";"";"";"";"";""
"Extra";"10068";"pizza-sweet-bell-pepper-cheese";"Onion/Garlic Extra";"หอมใหญ่/กระเทียมเพิ่ม";"20";"";"10068";"";"";"";"";"";""
"Extra";"10171";"pizza-sweet-bell-pepper-cheese";"Parmesan cheese 🧀";"พาร์เมซานชีสเพิ่ม";"20";"";"10171";"";"";"";"";"";""
"Extra";"10062";"pizza-sweet-bell-pepper-cheese";"Pesto Sauce Extra";"ซอสเพสโต้เพิ่ม";"60";"";"10062";"";"";"";"";"";""
"Extra";"10095";"pizza-sweet-bell-pepper-cheese";"Pineapple Extra";"สับปะรดเพิ่ม";"30";"";"10095";"";"";"";"";"";""
"Extra";"10088";"pizza-sweet-bell-pepper-cheese";"Salame Calabrese Extra";"ซาลามี่คาลาเบรียเพิ่ม";"50";"";"10088";"";"";"";"";"";""
"Extra";"10087";"pizza-sweet-bell-pepper-cheese";"Salame Extra";"ซาลามี่เพิ่ม";"50";"";"10087";"";"";"";"";"";""
"Extra";"10086";"pizza-sweet-bell-pepper-cheese";"Sausage Extra";"ไส้กรอกเพิ่ม";"50";"";"10086";"";"";"";"";"";""
"Extra";"10107";"pizza-sweet-bell-pepper-cheese";"Sweet Bell Peppers Extra";"พริกหวานเพิ่ม";"50";"";"10107";"";"";"";"";"";""
"Extra";"10172";"pizza-sweet-bell-pepper-cheese";"Tofu Extra";"เต้าหู้เพิ่ม";"50";"";"10172";"";"";"";"";"";""
"Extra";"10120";"pizza-sweet-bell-pepper-cheese";"Tuna Extra";"ทูน่าเพิ่ม";"50";"";"10120";"";"";"";"";"";""
"Extra";"10100";"pizza-sweet-bell-pepper-cheese";"Vegetables Extra";"ผักเพิ่ม";"50";"";"10100";"";"";"";"";"";""
"Piatto";"pizza-wurstel";"traditional-italian-pizza";"PIZZA WURSTEL";"พิซซ่าใส้กรอกเยอรมัน";"250";"";"";"Tomato Sauce, German Sausage, Mozzarella Cheese";"ซอสมะเขือเทศ, ไส้กรอกเยอรมัน, ชีสมอซซาเรลล่า";"https://gjqevgkbjkharczhikcl.supabase.co/storage/v1/object/public/delivery_food/01-Pizza/14-pizza-wurstel.webp";"01-Pizza/14-pizza-wurstel.webp";"";"Pizza Extras"
"Variante";"10013";"pizza-wurstel";"12""";"12""";"250";"0";"10013";"";"";"";"";"";""
"Variante";"10245";"pizza-wurstel";"8""";"8""";"160";"-90";"10245";"";"";"";"";"";""
"Extra";"10122";"pizza-wurstel";"1 Egg Extra";"ไข่ไก่เพิ่ม";"20";"";"10122";"";"";"";"";"";""
"Extra";"10285";"pizza-wurstel";"Anchovies Extra";"แองโชวี่เพิ่ม";"50";"";"10285";"";"";"";"";"";""
"Extra";"10096";"pizza-wurstel";"Artichoke Extra";"อาร์ติโชคเพิ่ม";"50";"";"10096";"";"";"";"";"";""
"Extra";"10111";"pizza-wurstel";"Bacon Extra";"เบคอนเพิ่ม";"50";"";"10111";"";"";"";"";"";""
"Extra";"10138";"pizza-wurstel";"Black Olives Extra";"มะกอกดำเพิ่ม";"40";"";"10138";"";"";"";"";"";""
"Extra";"10121";"pizza-wurstel";"Capers Extra";"เคเปอร์เพิ่ม";"40";"";"10121";"";"";"";"";"";""
"Extra";"10129";"pizza-wurstel";"Chicken Ham Extra";"แฮมไก่เพิ่ม";"50";"";"10129";"";"";"";"";"";""
"Extra";"10141";"pizza-wurstel";"Chicken Salame Extra";"ซาลามี่ไก่เพิ่ม";"50";"";"10141";"";"";"";"";"";""
"Extra";"10102";"pizza-wurstel";"Extra "" Mozzarella Cheese";"ชีสมอซซาเรลล่าเพิ่ม";"50";"";"10102";"";"";"";"";"";""
"Extra";"10191";"pizza-wurstel";"Fresh Tomato Extra";"มะเขือเทศสดเพิ่ม";"20";"";"10191";"";"";"";"";"";""
"Extra";"10118";"pizza-wurstel";"Gorgonzola Extra";"ชีสกอร์กอนโซล่าเพิ่ม";"50";"";"10118";"";"";"";"";"";""
"Extra";"10113";"pizza-wurstel";"Ham Extra";"แฮมเพิ่ม";"50";"";"10113";"";"";"";"";"";""
"Extra";"10236";"pizza-wurstel";"Hotdog Extra";"ฮอทดอกเพิ่ม";"50";"";"10236";"";"";"";"";"";""
"Extra";"10094";"pizza-wurstel";"Mushrooms Extra";"เห็ดเพิ่ม";"30";"";"10094";"";"";"";"";"";""
"Extra";"10068";"pizza-wurstel";"Onion/Garlic Extra";"หอมใหญ่/กระเทียมเพิ่ม";"20";"";"10068";"";"";"";"";"";""
"Extra";"10171";"pizza-wurstel";"Parmesan cheese 🧀";"พาร์เมซานชีสเพิ่ม";"20";"";"10171";"";"";"";"";"";""
"Extra";"10062";"pizza-wurstel";"Pesto Sauce Extra";"ซอสเพสโต้เพิ่ม";"60";"";"10062";"";"";"";"";"";""
"Extra";"10095";"pizza-wurstel";"Pineapple Extra";"สับปะรดเพิ่ม";"30";"";"10095";"";"";"";"";"";""
"Extra";"10088";"pizza-wurstel";"Salame Calabrese Extra";"ซาลามี่คาลาเบรียเพิ่ม";"50";"";"10088";"";"";"";"";"";""
"Extra";"10087";"pizza-wurstel";"Salame Extra";"ซาลามี่เพิ่ม";"50";"";"10087";"";"";"";"";"";""
"Extra";"10086";"pizza-wurstel";"Sausage Extra";"ไส้กรอกเพิ่ม";"50";"";"10086";"";"";"";"";"";""
"Extra";"10107";"pizza-wurstel";"Sweet Bell Peppers Extra";"พริกหวานเพิ่ม";"50";"";"10107";"";"";"";"";"";""
"Extra";"10172";"pizza-wurstel";"Tofu Extra";"เต้าหู้เพิ่ม";"50";"";"10172";"";"";"";"";"";""
"Extra";"10120";"pizza-wurstel";"Tuna Extra";"ทูน่าเพิ่ม";"50";"";"10120";"";"";"";"";"";""
"Extra";"10100";"pizza-wurstel";"Vegetables Extra";"ผักเพิ่ม";"50";"";"10100";"";"";"";"";"";""
"Piatto";"calzone-ham-and-cheese";"traditional-italian-pizza";"CALZONE HAM & CHEESE";"คัลโซเน่แฮมและชีส";"250";"";"";"Tomato Sauce, Ham, Mozzarella Cheese";"ซอสมะเขือเทศ, แฮม, ชีสมอสซาเรลล่า";"https://gjqevgkbjkharczhikcl.supabase.co/storage/v1/object/public/delivery_food/01-Pizza/15-calzone-ham-and-cheese.webp";"01-Pizza/15-calzone-ham-and-cheese.webp";"";"Pizza Extras"
"Variante";"10014";"calzone-ham-and-cheese";"12""";"12""";"250";"0";"10014";"";"";"";"";"";""
"Variante";"10066";"calzone-ham-and-cheese";"8""";"8""";"165";"-85";"10066";"";"";"";"";"";""
"Extra";"10122";"calzone-ham-and-cheese";"1 Egg Extra";"ไข่ไก่เพิ่ม";"20";"";"10122";"";"";"";"";"";""
"Extra";"10285";"calzone-ham-and-cheese";"Anchovies Extra";"แองโชวี่เพิ่ม";"50";"";"10285";"";"";"";"";"";""
"Extra";"10096";"calzone-ham-and-cheese";"Artichoke Extra";"อาร์ติโชคเพิ่ม";"50";"";"10096";"";"";"";"";"";""
"Extra";"10111";"calzone-ham-and-cheese";"Bacon Extra";"เบคอนเพิ่ม";"50";"";"10111";"";"";"";"";"";""
"Extra";"10138";"calzone-ham-and-cheese";"Black Olives Extra";"มะกอกดำเพิ่ม";"40";"";"10138";"";"";"";"";"";""
"Extra";"10121";"calzone-ham-and-cheese";"Capers Extra";"เคเปอร์เพิ่ม";"40";"";"10121";"";"";"";"";"";""
"Extra";"10129";"calzone-ham-and-cheese";"Chicken Ham Extra";"แฮมไก่เพิ่ม";"50";"";"10129";"";"";"";"";"";""
"Extra";"10141";"calzone-ham-and-cheese";"Chicken Salame Extra";"ซาลามี่ไก่เพิ่ม";"50";"";"10141";"";"";"";"";"";""
"Extra";"10102";"calzone-ham-and-cheese";"Extra "" Mozzarella Cheese";"ชีสมอซซาเรลล่าเพิ่ม";"50";"";"10102";"";"";"";"";"";""
"Extra";"10191";"calzone-ham-and-cheese";"Fresh Tomato Extra";"มะเขือเทศสดเพิ่ม";"20";"";"10191";"";"";"";"";"";""
"Extra";"10118";"calzone-ham-and-cheese";"Gorgonzola Extra";"ชีสกอร์กอนโซล่าเพิ่ม";"50";"";"10118";"";"";"";"";"";""
"Extra";"10113";"calzone-ham-and-cheese";"Ham Extra";"แฮมเพิ่ม";"50";"";"10113";"";"";"";"";"";""
"Extra";"10236";"calzone-ham-and-cheese";"Hotdog Extra";"ฮอทดอกเพิ่ม";"50";"";"10236";"";"";"";"";"";""
"Extra";"10094";"calzone-ham-and-cheese";"Mushrooms Extra";"เห็ดเพิ่ม";"30";"";"10094";"";"";"";"";"";""
"Extra";"10068";"calzone-ham-and-cheese";"Onion/Garlic Extra";"หอมใหญ่/กระเทียมเพิ่ม";"20";"";"10068";"";"";"";"";"";""
"Extra";"10171";"calzone-ham-and-cheese";"Parmesan cheese 🧀";"พาร์เมซานชีสเพิ่ม";"20";"";"10171";"";"";"";"";"";""
"Extra";"10062";"calzone-ham-and-cheese";"Pesto Sauce Extra";"ซอสเพสโต้เพิ่ม";"60";"";"10062";"";"";"";"";"";""
"Extra";"10095";"calzone-ham-and-cheese";"Pineapple Extra";"สับปะรดเพิ่ม";"30";"";"10095";"";"";"";"";"";""
"Extra";"10088";"calzone-ham-and-cheese";"Salame Calabrese Extra";"ซาลามี่คาลาเบรียเพิ่ม";"50";"";"10088";"";"";"";"";"";""
"Extra";"10087";"calzone-ham-and-cheese";"Salame Extra";"ซาลามี่เพิ่ม";"50";"";"10087";"";"";"";"";"";""
"Extra";"10086";"calzone-ham-and-cheese";"Sausage Extra";"ไส้กรอกเพิ่ม";"50";"";"10086";"";"";"";"";"";""
"Extra";"10107";"calzone-ham-and-cheese";"Sweet Bell Peppers Extra";"พริกหวานเพิ่ม";"50";"";"10107";"";"";"";"";"";""
"Extra";"10172";"calzone-ham-and-cheese";"Tofu Extra";"เต้าหู้เพิ่ม";"50";"";"10172";"";"";"";"";"";""
"Extra";"10120";"calzone-ham-and-cheese";"Tuna Extra";"ทูน่าเพิ่ม";"50";"";"10120";"";"";"";"";"";""
"Extra";"10100";"calzone-ham-and-cheese";"Vegetables Extra";"ผักเพิ่ม";"50";"";"10100";"";"";"";"";"";""
"Piatto";"pizza-salame";"traditional-italian-pizza";"PIZZA SALAME";"พิซซ่าสลามี";"250";"";"";"Tomato Sauce, Olive Oil, Salame, Mozzarella Cheese";"ซอสมะเขือเทศ, น้ำมันมะกอก, สลามี, ชีสมอซซาเรลล่า";"https://gjqevgkbjkharczhikcl.supabase.co/storage/v1/object/public/delivery_food/01-Pizza/16-pizza-salame.webp";"01-Pizza/16-pizza-salame.webp";"";"Pizza Extras"
"Variante";"10015";"pizza-salame";"12""";"12""";"250";"0";"10015";"";"";"";"";"";""
"Variante";"10024";"pizza-salame";"12"" (Gorgonzola)";"12"" (Gorgonzola)";"320";"70";"10024";"";"";"";"";"";""
"Variante";"10016";"pizza-salame";"12"" (Calabrese)";"12"" (Calabrese)";"250";"0";"10016";"";"";"";"";"";""
"Variante";"10247";"pizza-salame";"8""";"8""";"160";"-90";"10247";"";"";"";"";"";""
"Variante";"10256";"pizza-salame";"8"" (Gorgonzola)";"8"" (Gorgonzola)";"210";"-40";"10256";"";"";"";"";"";""
"Variante";"10248";"pizza-salame";"8"" (Calabrese)";"8"" (Calabrese)";"160";"-90";"10248";"";"";"";"";"";""
"Extra";"10122";"pizza-salame";"1 Egg Extra";"ไข่ไก่เพิ่ม";"20";"";"10122";"";"";"";"";"";""
"Extra";"10285";"pizza-salame";"Anchovies Extra";"แองโชวี่เพิ่ม";"50";"";"10285";"";"";"";"";"";""
"Extra";"10096";"pizza-salame";"Artichoke Extra";"อาร์ติโชคเพิ่ม";"50";"";"10096";"";"";"";"";"";""
"Extra";"10111";"pizza-salame";"Bacon Extra";"เบคอนเพิ่ม";"50";"";"10111";"";"";"";"";"";""
"Extra";"10138";"pizza-salame";"Black Olives Extra";"มะกอกดำเพิ่ม";"40";"";"10138";"";"";"";"";"";""
"Extra";"10121";"pizza-salame";"Capers Extra";"เคเปอร์เพิ่ม";"40";"";"10121";"";"";"";"";"";""
"Extra";"10129";"pizza-salame";"Chicken Ham Extra";"แฮมไก่เพิ่ม";"50";"";"10129";"";"";"";"";"";""
"Extra";"10141";"pizza-salame";"Chicken Salame Extra";"ซาลามี่ไก่เพิ่ม";"50";"";"10141";"";"";"";"";"";""
"Extra";"10102";"pizza-salame";"Extra "" Mozzarella Cheese";"ชีสมอซซาเรลล่าเพิ่ม";"50";"";"10102";"";"";"";"";"";""
"Extra";"10191";"pizza-salame";"Fresh Tomato Extra";"มะเขือเทศสดเพิ่ม";"20";"";"10191";"";"";"";"";"";""
"Extra";"10118";"pizza-salame";"Gorgonzola Extra";"ชีสกอร์กอนโซล่าเพิ่ม";"50";"";"10118";"";"";"";"";"";""
"Extra";"10113";"pizza-salame";"Ham Extra";"แฮมเพิ่ม";"50";"";"10113";"";"";"";"";"";""
"Extra";"10236";"pizza-salame";"Hotdog Extra";"ฮอทดอกเพิ่ม";"50";"";"10236";"";"";"";"";"";""
"Extra";"10094";"pizza-salame";"Mushrooms Extra";"เห็ดเพิ่ม";"30";"";"10094";"";"";"";"";"";""
"Extra";"10068";"pizza-salame";"Onion/Garlic Extra";"หอมใหญ่/กระเทียมเพิ่ม";"20";"";"10068";"";"";"";"";"";""
"Extra";"10171";"pizza-salame";"Parmesan cheese 🧀";"พาร์เมซานชีสเพิ่ม";"20";"";"10171";"";"";"";"";"";""
"Extra";"10062";"pizza-salame";"Pesto Sauce Extra";"ซอสเพสโต้เพิ่ม";"60";"";"10062";"";"";"";"";"";""
"Extra";"10095";"pizza-salame";"Pineapple Extra";"สับปะรดเพิ่ม";"30";"";"10095";"";"";"";"";"";""
"Extra";"10088";"pizza-salame";"Salame Calabrese Extra";"ซาลามี่คาลาเบรียเพิ่ม";"50";"";"10088";"";"";"";"";"";""
"Extra";"10087";"pizza-salame";"Salame Extra";"ซาลามี่เพิ่ม";"50";"";"10087";"";"";"";"";"";""
"Extra";"10086";"pizza-salame";"Sausage Extra";"ไส้กรอกเพิ่ม";"50";"";"10086";"";"";"";"";"";""
"Extra";"10107";"pizza-salame";"Sweet Bell Peppers Extra";"พริกหวานเพิ่ม";"50";"";"10107";"";"";"";"";"";""
"Extra";"10172";"pizza-salame";"Tofu Extra";"เต้าหู้เพิ่ม";"50";"";"10172";"";"";"";"";"";""
"Extra";"10120";"pizza-salame";"Tuna Extra";"ทูน่าเพิ่ม";"50";"";"10120";"";"";"";"";"";""
"Extra";"10100";"pizza-salame";"Vegetables Extra";"ผักเพิ่ม";"50";"";"10100";"";"";"";"";"";""
"Piatto";"pizza-salame-calabrese";"traditional-italian-pizza";"PIZZA SALAME CALABRESE";"พิซซ่าสลามีคาลาเบรี";"250";"";"";"Tomato Sauce, Olive Oil, Spicy Salame, Mozzarella Cheese";"ซอสมะเขือเทศ, น้ำมันมะกอก, สลามีเผ็ด, ชีสมอซซาเรลล่า";"https://gjqevgkbjkharczhikcl.supabase.co/storage/v1/object/public/delivery_food/01-Pizza/17-pizza-salame-calabrese.webp";"01-Pizza/17-pizza-salame-calabrese.webp";"";"Pizza Extras"
"Variante";"10016";"pizza-salame-calabrese";"12""";"12""";"250";"0";"10016";"";"";"";"";"";""
"Variante";"10248";"pizza-salame-calabrese";"8""";"8""";"160";"-90";"10248";"";"";"";"";"";""
"Extra";"10122";"pizza-salame-calabrese";"1 Egg Extra";"ไข่ไก่เพิ่ม";"20";"";"10122";"";"";"";"";"";""
"Extra";"10285";"pizza-salame-calabrese";"Anchovies Extra";"แองโชวี่เพิ่ม";"50";"";"10285";"";"";"";"";"";""
"Extra";"10096";"pizza-salame-calabrese";"Artichoke Extra";"อาร์ติโชคเพิ่ม";"50";"";"10096";"";"";"";"";"";""
"Extra";"10111";"pizza-salame-calabrese";"Bacon Extra";"เบคอนเพิ่ม";"50";"";"10111";"";"";"";"";"";""
"Extra";"10138";"pizza-salame-calabrese";"Black Olives Extra";"มะกอกดำเพิ่ม";"40";"";"10138";"";"";"";"";"";""
"Extra";"10121";"pizza-salame-calabrese";"Capers Extra";"เคเปอร์เพิ่ม";"40";"";"10121";"";"";"";"";"";""
"Extra";"10129";"pizza-salame-calabrese";"Chicken Ham Extra";"แฮมไก่เพิ่ม";"50";"";"10129";"";"";"";"";"";""
"Extra";"10141";"pizza-salame-calabrese";"Chicken Salame Extra";"ซาลามี่ไก่เพิ่ม";"50";"";"10141";"";"";"";"";"";""
"Extra";"10102";"pizza-salame-calabrese";"Extra "" Mozzarella Cheese";"ชีสมอซซาเรลล่าเพิ่ม";"50";"";"10102";"";"";"";"";"";""
"Extra";"10191";"pizza-salame-calabrese";"Fresh Tomato Extra";"มะเขือเทศสดเพิ่ม";"20";"";"10191";"";"";"";"";"";""
"Extra";"10118";"pizza-salame-calabrese";"Gorgonzola Extra";"ชีสกอร์กอนโซล่าเพิ่ม";"50";"";"10118";"";"";"";"";"";""
"Extra";"10113";"pizza-salame-calabrese";"Ham Extra";"แฮมเพิ่ม";"50";"";"10113";"";"";"";"";"";""
"Extra";"10236";"pizza-salame-calabrese";"Hotdog Extra";"ฮอทดอกเพิ่ม";"50";"";"10236";"";"";"";"";"";""
"Extra";"10094";"pizza-salame-calabrese";"Mushrooms Extra";"เห็ดเพิ่ม";"30";"";"10094";"";"";"";"";"";""
"Extra";"10068";"pizza-salame-calabrese";"Onion/Garlic Extra";"หอมใหญ่/กระเทียมเพิ่ม";"20";"";"10068";"";"";"";"";"";""
"Extra";"10171";"pizza-salame-calabrese";"Parmesan cheese 🧀";"พาร์เมซานชีสเพิ่ม";"20";"";"10171";"";"";"";"";"";""
"Extra";"10062";"pizza-salame-calabrese";"Pesto Sauce Extra";"ซอสเพสโต้เพิ่ม";"60";"";"10062";"";"";"";"";"";""
"Extra";"10095";"pizza-salame-calabrese";"Pineapple Extra";"สับปะรดเพิ่ม";"30";"";"10095";"";"";"";"";"";""
"Extra";"10088";"pizza-salame-calabrese";"Salame Calabrese Extra";"ซาลามี่คาลาเบรียเพิ่ม";"50";"";"10088";"";"";"";"";"";""
"Extra";"10087";"pizza-salame-calabrese";"Salame Extra";"ซาลามี่เพิ่ม";"50";"";"10087";"";"";"";"";"";""
"Extra";"10086";"pizza-salame-calabrese";"Sausage Extra";"ไส้กรอกเพิ่ม";"50";"";"10086";"";"";"";"";"";""
"Extra";"10107";"pizza-salame-calabrese";"Sweet Bell Peppers Extra";"พริกหวานเพิ่ม";"50";"";"10107";"";"";"";"";"";""
"Extra";"10172";"pizza-salame-calabrese";"Tofu Extra";"เต้าหู้เพิ่ม";"50";"";"10172";"";"";"";"";"";""
"Extra";"10120";"pizza-salame-calabrese";"Tuna Extra";"ทูน่าเพิ่ม";"50";"";"10120";"";"";"";"";"";""
"Extra";"10100";"pizza-salame-calabrese";"Vegetables Extra";"ผักเพิ่ม";"50";"";"10100";"";"";"";"";"";""
"Piatto";"pizza-ham-and-artichokes";"traditional-italian-pizza";"PIZZA HAM & ARTICHOKES";"พิซซ่าแฮมและอาร์ติโชค";"290";"";"";"Tomato Sauce, Olive Oil, Ham, Artichokes, Mozzarella Cheese";"ซอสมะเขือเทศ, น้ำมันมะกอก, แฮม, อาร์ติโชค, ชีสมอซซาเรลล่า";"https://gjqevgkbjkharczhikcl.supabase.co/storage/v1/object/public/delivery_food/01-Pizza/18-pizza-ham-and-artichokes.webp";"01-Pizza/18-pizza-ham-and-artichokes.webp";"";"Pizza Extras"
"Variante";"10017";"pizza-ham-and-artichokes";"12""";"12""";"290";"0";"10017";"";"";"";"";"";""
"Variante";"10109";"pizza-ham-and-artichokes";"8""";"8""";"190";"-100";"10109";"";"";"";"";"";""
"Extra";"10122";"pizza-ham-and-artichokes";"1 Egg Extra";"ไข่ไก่เพิ่ม";"20";"";"10122";"";"";"";"";"";""
"Extra";"10285";"pizza-ham-and-artichokes";"Anchovies Extra";"แองโชวี่เพิ่ม";"50";"";"10285";"";"";"";"";"";""
"Extra";"10096";"pizza-ham-and-artichokes";"Artichoke Extra";"อาร์ติโชคเพิ่ม";"50";"";"10096";"";"";"";"";"";""
"Extra";"10111";"pizza-ham-and-artichokes";"Bacon Extra";"เบคอนเพิ่ม";"50";"";"10111";"";"";"";"";"";""
"Extra";"10138";"pizza-ham-and-artichokes";"Black Olives Extra";"มะกอกดำเพิ่ม";"40";"";"10138";"";"";"";"";"";""
"Extra";"10121";"pizza-ham-and-artichokes";"Capers Extra";"เคเปอร์เพิ่ม";"40";"";"10121";"";"";"";"";"";""
"Extra";"10129";"pizza-ham-and-artichokes";"Chicken Ham Extra";"แฮมไก่เพิ่ม";"50";"";"10129";"";"";"";"";"";""
"Extra";"10141";"pizza-ham-and-artichokes";"Chicken Salame Extra";"ซาลามี่ไก่เพิ่ม";"50";"";"10141";"";"";"";"";"";""
"Extra";"10102";"pizza-ham-and-artichokes";"Extra "" Mozzarella Cheese";"ชีสมอซซาเรลล่าเพิ่ม";"50";"";"10102";"";"";"";"";"";""
"Extra";"10191";"pizza-ham-and-artichokes";"Fresh Tomato Extra";"มะเขือเทศสดเพิ่ม";"20";"";"10191";"";"";"";"";"";""
"Extra";"10118";"pizza-ham-and-artichokes";"Gorgonzola Extra";"ชีสกอร์กอนโซล่าเพิ่ม";"50";"";"10118";"";"";"";"";"";""
"Extra";"10113";"pizza-ham-and-artichokes";"Ham Extra";"แฮมเพิ่ม";"50";"";"10113";"";"";"";"";"";""
"Extra";"10236";"pizza-ham-and-artichokes";"Hotdog Extra";"ฮอทดอกเพิ่ม";"50";"";"10236";"";"";"";"";"";""
"Extra";"10094";"pizza-ham-and-artichokes";"Mushrooms Extra";"เห็ดเพิ่ม";"30";"";"10094";"";"";"";"";"";""
