Tipo;ID;Parent ID;Nome (EN);Nome (TH);Prezzo;Modificatore Prezzo;SKU;Descrizione (EN);Descrizione (TH);Immagine (URL);Immagine (File);Icona Categoria;Gruppo Extra Abilitati
"Categoria";"traditional-italian-pizza";"";"Traditional Italian Pizza";"พิซซ่าอิตาเลียนแบบดั้งเดิม";"";"";"";"";"";"";"";"🍕";""
"Piatto";"gnocchi-al-pesto";"pasta";"GNOCCHI AL PESTO";"ญอคคี อัล เพสโต้";"190";"";"10175";"Basil, Garlic, Cashew Nuts, Olive Oil, Pecorino Romano, Parmesan Cheese";"โหระพา, กระเทียม, เม็ดมะม่วง, น้ำมันมะกอก, ชีสเปโคริโน, ชีสพาร์เมซาน";"https://gjqevgkbjkharczhikcl.supabase.co/storage/v1/object/public/delivery_food/02-Pasta/Pesto Genovese/14-gnocchi-al-pesto.webp";"02-Pasta/Pesto Genovese/14-gnocchi-al-pesto.webp";"";"None"
"Piatto";"ravioli-al-pesto";"pasta";"RAVIOLI AL PESTO";"ราวิโอลี อัล เพสโต้";"230";"";"10052";"Basil, Garlic, Cashew Nuts, Olive Oil, Pecorino Romano, Parmesan Cheese";"โหระพา, กระเทียม, เม็ดมะม่วง, น้ำมันมะกอก, ชีสเปโคริโน, ชีสพาร์เมซาน";"https://gjqevgkbjkharczhikcl.supabase.co/storage/v1/object/public/delivery_food/02-Pasta/Pesto Genovese/15-ravioli-al-pesto.webp";"02-Pasta/Pesto Genovese/15-ravioli-al-pesto.webp";"";"None"
"Piatto";"spaghetti-amatriciana";"pasta";"SPAGHETTI AMATRICIANA";"สปาเกตตี้ อามาทริเซียน่า";"160";"";"10152";"Tomato Sauce, Guanciale, Olive Oil, Pecorino Romano, Parmesan Cheese";"ซอสมะเขือเทศ, หมูแก้ม, น้ำมันมะกอก, ชีสเปโคริโน, ชีสพาร์เมซาน";"https://gjqevgkbjkharczhikcl.supabase.co/storage/v1/object/public/delivery_food/02-Pasta/Amatriciana/16-spaghetti-amatriciana.webp";"02-Pasta/Amatriciana/16-spaghetti-amatriciana.webp";"";"None"
"Piatto";"penne-amatriciana";"pasta";"PENNE AMATRICIANA";"เพนเน่ อามาทริเซียน่า";"160";"";"10181";"Tomato Sauce, Guanciale, Olive Oil, Pecorino Romano, Parmesan Cheese";"ซอสมะเขือเทศ, หมูแก้ม, น้ำมันมะกอก, ชีสเปโคริโน, ชีสพาร์เมซาน";"https://gjqevgkbjkharczhikcl.supabase.co/storage/v1/object/public/delivery_food/02-Pasta/Amatriciana/17-penne-amatriciana.webp";"02-Pasta/Amatriciana/17-penne-amatriciana.webp";"";"None"
"Piatto";"tagliatelle-amatriciana";"pasta";"TAGLIATELLE AMATRICIANA";"ทาเกรียเทลล่า อามาทริเซียน่า";"180";"";"10196";"Tomato Sauce, Guanciale, Olive Oil, Pecorino Romano, Parmesan Cheese";"ซอสมะเขือเทศ, หมูแก้ม, น้ำมันมะกอก, ชีสเปโคริโน, ชีสพาร์เมซาน";"https://gjqevgkbjkharczhikcl.supabase.co/storage/v1/object/public/delivery_food/02-Pasta/Amatriciana/18-tagliatelle-amatriciana.webp";"02-Pasta/Amatriciana/18-tagliatelle-amatriciana.webp";"";"None"
"Piatto";"gnocchi-amatriciana";"pasta";"GNOCCHI AMATRICIANA";"ญอคคี อามาทริเซียน่า";"200";"";"10177";"Tomato Sauce, Guanciale, Olive Oil, Pecorino Romano, Parmesan Cheese";"ซอสมะเขือเทศ, หมูแก้ม, น้ำมันมะกอก, ชีสเปโคริโน, ชีสพาร์เมซาน";"https://gjqevgkbjkharczhikcl.supabase.co/storage/v1/object/public/delivery_food/02-Pasta/Amatriciana/19-gnocchi-amatriciana.webp";"02-Pasta/Amatriciana/19-gnocchi-amatriciana.webp";"";"None"
"Piatto";"ravioli-amatriciana";"pasta";"RAVIOLI AMATRICIANA";"ราวิโอลี อามาทริเซียน่า";"240";"";"10053";"Tomato Sauce, Guanciale, Olive Oil, Pecorino Romano, Parmesan Cheese";"ซอสมะเขือเทศ, หมูแก้ม, น้ำมันมะกอก, ชีสเปโคริโน, ชีสพาร์เมซาน";"https://gjqevgkbjkharczhikcl.supabase.co/storage/v1/object/public/delivery_food/02-Pasta/Amatriciana/20-ravioli-amatriciana.webp";"02-Pasta/Amatriciana/20-ravioli-amatriciana.webp";"";"None"
"Piatto";"spaghetti-alla-bolognese";"pasta";"SPAGHETTI ALLA BOLOGNESE";"สปาเกตตี้ อัลลา โบโลเนเซ่";"180";"";"10160";"Tomato Sauce, Pork, Olive Oil, Parmesan Cheese, Spices";"ซอสมะเขือเทศ, หมูสับ, น้ำมันมะกอก, ชีสพาร์เมซาน, เครื่องเทศ";"https://gjqevgkbjkharczhikcl.supabase.co/storage/v1/object/public/delivery_food/21-spaghetti-alla-bolognese.webp";"21-spaghetti-alla-bolognese.webp";"";"None"
"Piatto";"penne-alla-bolognese";"pasta";"PENNE ALLA BOLOGNESE";"เพนเน่ อัลลา โบโลเนเซ่";"180";"";"10155";"Tomato Sauce, Pork, Olive Oil, Parmesan Cheese, Spices";"ซอสมะเขือเทศ, หมูสับ, น้ำมันมะกอก, ชีสพาร์เมซาน, เครื่องเทศ";"https://gjqevgkbjkharczhikcl.supabase.co/storage/v1/object/public/delivery_food/22-penne-alla-bolognese.webp";"22-penne-alla-bolognese.webp";"";"None"
"Piatto";"tagliatelle-alla-bolognese";"pasta";"TAGLIATELLE ALLA BOLOGNESE";"ทาเกรียเทลล่า อัลลา โบโลเนส";"200";"";"10197";"Tomato Sauce, Pork, Olive Oil, Parmesan Cheese, Spices";"ซอสมะเขือเทศ, หมูสับ, น้ำมันมะกอก, ชีสพาร์เมซาน, เครื่องเทศ";"https://gjqevgkbjkharczhikcl.supabase.co/storage/v1/object/public/delivery_food/23-tagliatelle-alla-bolognese.webp";"23-tagliatelle-alla-bolognese.webp";"";"None"
"Piatto";"gnocchi-alla-bolognese";"pasta";"GNOCCHI ALLA BOLOGNESE";"ญอคคี อัลลา โบโลเนส";"220";"";"10178";"Tomato Sauce, Pork, Olive Oil, Parmesan Cheese, Spices";"ซอสมะเขือเทศ, หมูสับ, น้ำมันมะกอก, ชีสพาร์เมซาน, เครื่องเทศ";"https://gjqevgkbjkharczhikcl.supabase.co/storage/v1/object/public/delivery_food/24-gnocchi-alla-bolognese.webp";"24-gnocchi-alla-bolognese.webp";"";"None"
"Piatto";"ravioli-alla-bolognese";"pasta";"RAVIOLI ALLA BOLOGNESE";"ราวิโอลี อัลลา โบโลเนส";"260";"";"10054";"Tomato Sauce, Pork, Olive Oil, Parmesan Cheese, Spices";"ซอสมะเขือเทศ, หมูสับ, น้ำมันมะกอก, ชีสพาร์เมซาน, เครื่องเทศ";"https://gjqevgkbjkharczhikcl.supabase.co/storage/v1/object/public/delivery_food/25-ravioli-alla-bolognese.webp";"25-ravioli-alla-bolognese.webp";"";"None"
"Piatto";"spaghetti-alla-carbonara";"pasta";"SPAGHETTI ALLA CARBONARA";"สปาเกตตี้ อัลลา คาร์โบนารา";"180";"";"10151";"Egg, Guanciale, Olive Oil, Pecorino Romano, Parmesan Cheese";"ไข่, หมูแก้ม, น้ำมันมะกอก, ชีสเปโคริโน, ชีสพาร์เมซาน";"https://gjqevgkbjkharczhikcl.supabase.co/storage/v1/object/public/delivery_food/02-Pasta/Carbonara/26-spaghetti-alla-carbonara.webp";"02-Pasta/Carbonara/26-spaghetti-alla-carbonara.webp";"";"None"
"Piatto";"penne-alla-carbonara";"pasta";"PENNE ALLA CARBONARA";"เพนเน่ อัลลา คาร์โบนารา";"180";"";"10182";"Egg, Guanciale, Olive Oil, Pecorino Romano, Parmesan Cheese";"ไข่, หมูแก้ม, น้ำมันมะกอก, ชีสเปโคริโน, ชีสพาร์เมซาน";"https://gjqevgkbjkharczhikcl.supabase.co/storage/v1/object/public/delivery_food/02-Pasta/Carbonara/27-penne-alla-carbonara.webp";"02-Pasta/Carbonara/27-penne-alla-carbonara.webp";"";"None"
"Piatto";"tagliatelle-alla-carbonara";"pasta";"TAGLIATELLE ALLA CARBONARA";"ทาเกรียเทลล่า อัลลา คาร์โบนารา";"200";"";"10195";"Egg, Guanciale, Olive Oil, Pecorino Romano, Parmesan Cheese";"ไข่, หมูแก้ม, น้ำมันมะกอก, ชีสเปโคริโน, ชีสพาร์เมซาน";"https://gjqevgkbjkharczhikcl.supabase.co/storage/v1/object/public/delivery_food/02-Pasta/Carbonara/28-tagliatelle-alla-carbonara.webp";"02-Pasta/Carbonara/28-tagliatelle-alla-carbonara.webp";"";"None"
"Piatto";"gnocchi-alla-carbonara";"pasta";"GNOCCHI ALLA CARBONARA";"ญอคคี อัลลา คาร์โบนารา";"220";"";"10176";"Egg, Guanciale, Olive Oil, Pecorino Romano, Parmesan Cheese";"ไข่, หมูแก้ม, น้ำมันมะกอก, ชีสเปโคริโน, ชีสพาร์เมซาน";"https://gjqevgkbjkharczhikcl.supabase.co/storage/v1/object/public/delivery_food/02-Pasta/Carbonara/29-gnocchi-alla-carbonara.webp";"02-Pasta/Carbonara/29-gnocchi-alla-carbonara.webp";"";"None"
"Piatto";"ravioli-alla-carbonara";"pasta";"RAVIOLI ALLA CARBONARA";"ราวิโอลี อัลลา คาร์โบนารา";"260";"";"10055";"Egg, Guanciale, Olive Oil, Pecorino Romano, Parmesan Cheese";"ไข่, หมูแก้ม, น้ำมันมะกอก, ชีสเปโคริโน, ชีสพาร์เมซาน";"https://gjqevgkbjkharczhikcl.supabase.co/storage/v1/object/public/delivery_food/02-Pasta/Carbonara/30-ravioli-alla-carbonara.webp";"02-Pasta/Carbonara/30-ravioli-alla-carbonara.webp";"";"None"
"Piatto";"spaghetti-4-formaggi";"pasta";"SPAGHETTI 4 FORMAGGI";"สปาเก็ตตี้ 4 ชีส";"200";"";"10188";"Gorgonzola Cheese, Parmisan, Mozzarella, Kitchen Cream";"กอร์กอนโซลา, พาร์มีจาโน, มอซซาเรลลา, ครีมทำอาหาร";"https://gjqevgkbjkharczhikcl.supabase.co/storage/v1/object/public/delivery_food/02-Pasta/Four Cheeses/31-spaghetti-4-formaggi.webp";"02-Pasta/Four Cheeses/31-spaghetti-4-formaggi.webp";"";"None"
"Piatto";"penne-4-formaggi";"pasta";"PENNE 4 FORMAGGI";"เพนเน่ 4 ชีส";"200";"";"10187";"Gorgonzola Cheese, Parmisan, Mozzarella, Kitchen Cream";"กอร์กอนโซลา, พาร์มีจาโน, มอซซาเรลลา, ครีมทำอาหาร";"https://gjqevgkbjkharczhikcl.supabase.co/storage/v1/object/public/delivery_food/02-Pasta/Four Cheeses/32-penne-4-formaggi.webp";"02-Pasta/Four Cheeses/32-penne-4-formaggi.webp";"";"None"
"Piatto";"tagliatelle-4-formaggi";"pasta";"TAGLIATELLE 4 FORMAGGI";"ทาเกรียเทลล่า 4 ชีส";"220";"";"10199";"Gorgonzola Cheese, Parmisan, Mozzarella, Kitchen Cream";"กอร์กอนโซลา, พาร์มีจาโน, มอซซาเรลลา, ครีมทำอาหาร";"https://gjqevgkbjkharczhikcl.supabase.co/storage/v1/object/public/delivery_food/02-Pasta/Four Cheeses/33-tagliatelle-4-formaggi.webp";"02-Pasta/Four Cheeses/33-tagliatelle-4-formaggi.webp";"";"None"
"Piatto";"gnocchi-4-formaggi";"pasta";"GNOCCHI 4 FORMAGGI";"ญอคคี 4 ชีส";"240";"";"10186";"Gorgonzola Cheese, Parmisan, Mozzarella, Kitchen Cream";"กอร์กอนโซลา, พาร์มีจาโน, มอซซาเรลลา, ครีมทำอาหาร";"https://gjqevgkbjkharczhikcl.supabase.co/storage/v1/object/public/delivery_food/02-Pasta/Four Cheeses/34-gnocchi-4-formaggi.webp";"02-Pasta/Four Cheeses/34-gnocchi-4-formaggi.webp";"";"None"
"Piatto";"ravioli-4-formaggi";"pasta";"RAVIOLI 4 FORMAGGI";"ราวิโอลี 4 ชีส";"280";"";"10056";"Gorgonzola Cheese, Parmisan, Mozzarella, Kitchen Cream";"กอร์กอนโซลา, พาร์มีจาโน, มอซซาเรลลา, ครีมทำอาหาร";"https://gjqevgkbjkharczhikcl.supabase.co/storage/v1/object/public/delivery_food/02-Pasta/Four Cheeses/35-ravioli-4-formaggi.webp";"02-Pasta/Four Cheeses/35-ravioli-4-formaggi.webp";"";"None"
"Piatto";"spaghetti-flower-power";"pasta";"SPAGHETTI FLOWER POWER";"สปาเกตตี้ ฟลาวเวอร์ พาวเวอร์";"230";"";"10159";"Italian Sausage, Artichokes, Gorgonzola Cheese, Black Pepper";"ไส้กรอกอิตาเลียน, อาติโช๊ค, กอร์กอนโซล่าชีส, พริกไทยดำ";"https://gjqevgkbjkharczhikcl.supabase.co/storage/v1/object/public/delivery_food/02-Pasta/Flower Power/36-spaghetti-flower-power.webp";"02-Pasta/Flower Power/36-spaghetti-flower-power.webp";"";"None"
"Piatto";"penne-flower-power";"pasta";"PENNE FLOWER POWER";"เพนเน่ ฟลาวเวอร์ พาวเวอร์";"230";"";"10183";"Italian Sausage, Artichokes, Gorgonzola Cheese, Black Pepper";"ไส้กรอกอิตาเลียน, อาติโช๊ค, กอร์กอนโซล่าชีส, พริกไทยดำ";"https://gjqevgkbjkharczhikcl.supabase.co/storage/v1/object/public/delivery_food/02-Pasta/Flower Power/37-penne-flower-power.webp";"02-Pasta/Flower Power/37-penne-flower-power.webp";"";"None"
"Piatto";"tagliatelle-flower-power";"pasta";"TAGLIATELLE FLOWER POWER";"ทาเกรียเทลล่า ฟลาวเวอร์ พาวเวอร์";"250";"";"10192";"Italian Sausage, Artichokes, Gorgonzola Cheese, Black Pepper";"ไส้กรอกอิตาเลียน, อาติโช๊ค, กอร์กอนโซล่าชีส, พริกไทยดำ";"https://gjqevgkbjkharczhikcl.supabase.co/storage/v1/object/public/delivery_food/02-Pasta/Flower Power/38-tagliatelle-flower-power.webp";"02-Pasta/Flower Power/38-tagliatelle-flower-power.webp";"";"None"
"Piatto";"gnocchi-flower-power";"pasta";"GNOCCHI FLOWER POWER";"ญอคคี ฟลาวเวอร์ พาวเวอร์";"270";"";"10174";"Italian Sausage, Artichokes, Gorgonzola Cheese, Black Pepper";"ไส้กรอกอิตาเลียน, อาติโช๊ค, กอร์กอนโซล่าชีส, พริกไทยดำ";"https://gjqevgkbjkharczhikcl.supabase.co/storage/v1/object/public/delivery_food/02-Pasta/Flower Power/39-gnocchi-flower-power.webp";"02-Pasta/Flower Power/39-gnocchi-flower-power.webp";"";"None"
"Piatto";"ravioli-flower-power";"pasta";"RAVIOLI FLOWER POWER";"ราวิโอลี ฟลาวเวอร์ พาวเวอร์";"310";"";"10057";"Italian Sausage, Artichokes, Gorgonzola Cheese, Black Pepper";"ไส้กรอกอิตาเลียน, อาติโช๊ค, กอร์กอนโซล่าชีส, พริกไทยดำ";"https://gjqevgkbjkharczhikcl.supabase.co/storage/v1/object/public/delivery_food/02-Pasta/Flower Power/40-ravioli-flower-power.webp";"02-Pasta/Flower Power/40-ravioli-flower-power.webp";"";"None"
"Piatto";"baked-bolognese-lasagna";"pasta";"BAKED BOLOGNESE LASAGNA";"ลาซานญ่าอบซอสโบโลเนส";"250";"";"10038";"Béchamel, Bolognese Sauce, Parmesan";"เบชาเมล, ซอสโบโลเนส, พาร์เมซาน";"https://gjqevgkbjkharczhikcl.supabase.co/storage/v1/object/public/delivery_food/03-Lasagne/01-baked-bolognese-lasagna.webp";"03-Lasagne/01-baked-bolognese-lasagna.webp";"";"None"
"Piatto";"baked-pesto-lasagna";"pasta";"BAKED PESTO LASAGNA";"ลาซานญ่าอบเพสโต้";"270";"";"10302";"Béchamel, Pesto Sauce, Parmesan";"เบชาเมล, ซอสเพสโต้, พาร์เมซาน";"https://gjqevgkbjkharczhikcl.supabase.co/storage/v1/object/public/delivery_food/03-Lasagne/02-baked-pesto-lasagna.webp";"03-Lasagne/02-baked-pesto-lasagna.webp";"";"None"
"Piatto";"baked-seafood-lasagna";"pasta";"BAKED SEAFOOD LASAGNA";"ลาซานญ่าอบซีฟู้ด";"290";"";"10303";"Béchamel, Seafood, Parmesan";"เบชาเมล, ซีฟู้ด, พาร์เมซาน";"https://gjqevgkbjkharczhikcl.supabase.co/storage/v1/object/public/delivery_food/03-Lasagne/03-baked-seafood-lasagna.webp";"03-Lasagne/03-baked-seafood-lasagna.webp";"";"None"
"Categoria";"italian-salads";"";"Italian Salads";"สลัดอิตาเลียน";"";"";"";"";"";"";"";"🥗";""
"Piatto";"egg-and-vegetable-salad";"italian-salads";"EGG AND VEGETABLE SALAD";"สลัดไข่และผัก";"130";"";"10206";"2 Boiled Eggs, Cabbage, Cucumber, Tomato, Onions, Mayonnaise, Yogurt Dressing";"ไข่ต้มสุก 2 ฟอง, กะหล่ำปลี, แตงกวา, มะเขือเทศ, หัวหอม, มายองเนส, น้ำสลัดโยเกิร์ต";"https://gjqevgkbjkharczhikcl.supabase.co/storage/v1/object/public/delivery_food/04-Italian-Salads/01-egg-and-vegetable-salad.webp";"04-Italian-Salads/01-egg-and-vegetable-salad.webp";"";"Salad Extras"
"Extra";"10035";"egg-and-vegetable-salad";"Chicken Extra";"ไก่เพิ่ม";"40";"";"10035";"";"";"";"";"";""
"Piatto";"potato-salad";"italian-salads";"POTATO SALAD";"สลัดมันฝรั่ง";"160";"";"10207";"Tuna, Boiled Potatoes, 1 Boiled Egg, Cabbage, Tomato, Onions, Yogurt Dressing";"ทูน่า, มันฝรั่งต้ม, ไข่ต้ม 1 ฟอง, กะหล่ำปลี, มะเขือเทศ, หัวหอม, น้ำสลัดโยเกิร์ต";"https://gjqevgkbjkharczhikcl.supabase.co/storage/v1/object/public/delivery_food/04-Italian-Salads/02-potato-salad.webp";"04-Italian-Salads/02-potato-salad.webp";"";"Salad Extras"
"Extra";"10035";"potato-salad";"Chicken Extra";"ไก่เพิ่ม";"40";"";"10035";"";"";"";"";"";""
"Piatto";"chicken-salad";"italian-salads";"CHICKEN SALAD";"สลัดไก่";"190";"";"10205";"Boiled Chicken, Tomato, Cabbage, Carrots, Cucumber, Mustard, Yogurt Dressing";"ไก่ต้ม, มะเขือเทศ, กะหล่ำปลี, แครอท, แตงกวา, มัสตาร์ด, เสิร์ฟพร้อมน้ำสลัดโยเกิร์ต";"https://gjqevgkbjkharczhikcl.supabase.co/storage/v1/object/public/delivery_food/04-Italian-Salads/03-chicken-salad.webp";"04-Italian-Salads/03-chicken-salad.webp";"";"Salad Extras"
"Extra";"10035";"chicken-salad";"Chicken Extra";"ไก่เพิ่ม";"40";"";"10035";"";"";"";"";"";""
"Piatto";"tuna-and-egg-salad";"italian-salads";"TUNA AND EGG SALAD";"สลัดทูน่าและไข่";"190";"";"10208";"Tuna, 2 Boiled Eggs, Cabbage, Tomato, Cucumber, Onion, Yogurt Dressing";"ทูน่า, ไข่ต้ม 2 ฟอง, กะหล่ำปลี, มะเขือเทศ, แตงกวา, หัวหอม, โยเกิร์ต, น้ำสลัด";"https://gjqevgkbjkharczhikcl.supabase.co/storage/v1/object/public/delivery_food/04-Italian-Salads/04-tuna-and-egg-salad.webp";"04-Italian-Salads/04-tuna-and-egg-salad.webp";"";"Salad Extras"
"Extra";"10035";"tuna-and-egg-salad";"Chicken Extra";"ไก่เพิ่ม";"40";"";"10035";"";"";"";"";"";""
"Categoria";"pizza-sandwich";"";"Pizza Sandwich";"พิตซ่าแซนด์วิช";"";"";"";"";"";"";"";"🥪";""
"Piatto";"pizza-sandwich-parma-ham";"pizza-sandwich";"PIZZA SANDWICH PARMA HAM";"พิซซ่าแซนด์วิช พาร์ม่าแฮม";"180";"";"10045";"Parma Cooked Ham, Mozzarella Cheese, Lettuce, Fresh Tomato, Sauces";"แฮมอบสไตล์พาร์ม่า, มอซซาเรลล่าชีส, ผักกาดหอม, มะเขือเทศสด, ซอสตามที่เลือก";"https://gjqevgkbjkharczhikcl.supabase.co/storage/v1/object/public/delivery_food/05-Pizza-Sandwiches/01-pizza-sandwich-parma-ham.webp";"05-Pizza-Sandwiches/01-pizza-sandwich-parma-ham.webp";"";"None"
"Piatto";"pizza-sandwich-salame";"pizza-sandwich";"PIZZA SANDWICH SALAME";"พิซซ่าแซนด์วิช ซาลามี่";"180";"";"10046";"Salami, Mozzarella Cheese, Lettuce, Fresh Tomato, Sauces";"ซาลามี่, มอซซาเรลล่าชีส, ผักกาดหอม, มะเขือเทศสด, ซอสตามที่เลือก";"https://gjqevgkbjkharczhikcl.supabase.co/storage/v1/object/public/delivery_food/05-Pizza-Sandwiches/02-pizza-sandwich-salame.webp";"05-Pizza-Sandwiches/02-pizza-sandwich-salame.webp";"";"None"
"Piatto";"pizza-sandwich-spicy-salame";"pizza-sandwich";"PIZZA SANDWICH SPICY SALAME";"พิซซ่าแซนด์วิช ซาลามี่เผ็ด";"200";"";"10047";"Spicy Salami, Mozzarella Cheese, Lettuce, Fresh Tomato, Sauces";"ซาลามี่เผ็ด, มอซซาเรลล่าชีส, ผักกาดหอม, มะเขือเทศสด, ซอสตามที่เลือก";"https://gjqevgkbjkharczhikcl.supabase.co/storage/v1/object/public/delivery_food/05-Pizza-Sandwiches/03-pizza-sandwich-spicy-salame.webp";"05-Pizza-Sandwiches/03-pizza-sandwich-spicy-salame.webp";"";"None"
"Categoria";"pizza-burgers";"";"Pizza Burgers";"พิซซ่าเบอร์เกอร์";"";"";"";"";"";"";"";"🍔";""
"Piatto";"chicken-pizza-burger-with-french-fries";"pizza-burgers";"CHICKEN PIZZA BURGER WITH FRENCH FRIES";"พิซซ่าเบอร์เกอร์ไก่พร้อมมันฝรั่งทอด";"180";"";"10168";"";"";"https://gjqevgkbjkharczhikcl.supabase.co/storage/v1/object/public/delivery_food/06-Pizza-Burgers/01-chicken-pizza-burger-with-french-fries.webp";"06-Pizza-Burgers/01-chicken-pizza-burger-with-french-fries.webp";"";"None"
"Piatto";"pork-pizza-burger-with-french-fries";"pizza-burgers";"PORK PIZZA BURGER WITH FRENCH FRIES";"พิซซ่าเบอร์เกอร์หมูพร้อมมันฝรั่งทอด";"180";"";"10168";"";"";"https://gjqevgkbjkharczhikcl.supabase.co/storage/v1/object/public/delivery_food/06-Pizza-Burgers/02-pork-pizza-burger-with-french-fries.webp";"06-Pizza-Burgers/02-pork-pizza-burger-with-french-fries.webp";"";"None"
"Piatto";"beef-pizza-burger-with-french-fries";"pizza-burgers";"BEEF PIZZA BURGER WITH FRENCH FRIES";"พิซซ่าเบอร์เกอร์เนื้อวัวพร้อมมันฝรั่งทอด";"220";"";"10167";"";"";"https://gjqevgkbjkharczhikcl.supabase.co/storage/v1/object/public/delivery_food/06-Pizza-Burgers/03-beef-pizza-burger-with-french-fries.webp";"06-Pizza-Burgers/03-beef-pizza-burger-with-french-fries.webp";"";"None"
"Piatto";"fish-pizza-burger-with-french-fries";"pizza-burgers";"FISH PIZZA BURGER WITH FRENCH FRIES";"พิซซ่าเบอร์เกอร์ปลา พร้อมมันฝรั่งทอด";"210";"";"10304";"";"";"https://gjqevgkbjkharczhikcl.supabase.co/storage/v1/object/public/delivery_food/06-Pizza-Burgers/04-fish-pizza-burger-with-french-fries.webp";"06-Pizza-Burgers/04-fish-pizza-burger-with-french-fries.webp";"";"None"
"Piatto";"cheese-pizza-burger-with-french-fries";"pizza-burgers";"CHEESE PIZZA BURGER WITH FRENCH FRIES";"พิซซ่าเบอร์เกอร์ชีสพร้อมมันฝรั่งทอด";"210";"";"10049";"";"";"https://gjqevgkbjkharczhikcl.supabase.co/storage/v1/object/public/delivery_food/06-Pizza-Burgers/05-cheese-pizza-burger-with-french-fries.webp";"06-Pizza-Burgers/05-cheese-pizza-burger-with-french-fries.webp";"";"None"
"Categoria";"french-fries";"";"French Fries";"มันฝรั่งทอด";"";"";"";"";"";"";"";"🍟";""
"Piatto";"french-fries";"french-fries";"FRENCH FRIES";"มันฝรั่งทอด";"90";"";"10154";"";"";"https://gjqevgkbjkharczhikcl.supabase.co/storage/v1/object/public/delivery_food/07-French-Fries/01-french-fries.webp";"07-French-Fries/01-french-fries.webp";"";"None"
"Piatto";"sausages-and-french-fries";"french-fries";"SAUSAGES & FRENCH FRIES";"ไส้กรอก & มันฝรั่งทอด";"160";"";"10042";"";"";"https://gjqevgkbjkharczhikcl.supabase.co/storage/v1/object/public/delivery_food/07-French-Fries/02-sausages-and-french-fries.webp";"07-French-Fries/02-sausages-and-french-fries.webp";"";"None"
"Piatto";"onion-rings-and-french-fries";"french-fries";"ONION RINGS & FRENCH FRIES";"หอมทอดกรอบ & มันฝรั่งทอด";"190";"";"10034";"";"";"https://gjqevgkbjkharczhikcl.supabase.co/storage/v1/object/public/delivery_food/07-French-Fries/03-onion-rings-and-french-fries.webp";"07-French-Fries/03-onion-rings-and-french-fries.webp";"";"None"
"Piatto";"chicken-nuggets-and-french-fries";"french-fries";"CHICKEN NUGGETS & FRENCH FRIES";"นักเก็ตไก่ & มันฝรั่งทอด";"220";"";"10036";"";"";"https://gjqevgkbjkharczhikcl.supabase.co/storage/v1/object/public/delivery_food/07-French-Fries/04-chicken-nuggets-and-french-fries.webp";"07-French-Fries/04-chicken-nuggets-and-french-fries.webp";"";"None"
"Piatto";"fish-nuggets-and-french-fries";"french-fries";"FISH NUGGETS & FRENCH FRIES";"นักเก็ตปลา & มันฝรั่งทอด";"250";"";"10043";"";"";"https://gjqevgkbjkharczhikcl.supabase.co/storage/v1/object/public/delivery_food/07-French-Fries/05-fish-nuggets-and-french-fries.webp";"07-French-Fries/05-fish-nuggets-and-french-fries.webp";"";"None"
"Categoria";"desserts";"";"Desserts";"ของหวาน";"";"";"";"";"";"";"";"🍰";""
"Piatto";"affogato-al-caffè";"desserts";"AFFOGATO AL CAFFÈ";"อัฟโฟกาโต้อัลคาเฟ่";"130";"";"10201";"";"";"https://gjqevgkbjkharczhikcl.supabase.co/storage/v1/object/public/delivery_food/08-Desserts/01-affogato-al-caffe.webp";"08-Desserts/01-affogato-al-caffe.webp";"";"None"
"Piatto";"cake-of-the-day";"desserts";"CAKE OF THE DAY";"เค้กประจำวัน";"90";"";"10032";"";"";"https://gjqevgkbjkharczhikcl.supabase.co/storage/v1/object/public/delivery_food/08-Desserts/02-cake-of-the-day.webp";"08-Desserts/02-cake-of-the-day.webp";"";"None"
"Piatto";"tiramisu";"desserts";"TIRAMISU";"ทีรามิสุ";"90";"";"10135";"";"";"https://gjqevgkbjkharczhikcl.supabase.co/storage/v1/object/public/delivery_food/08-Desserts/03-tiramisu.webp";"08-Desserts/03-tiramisu.webp";"";"None"
"Piatto";"crepes";"desserts";"CREPES";"เครป";"150";"";"";"";"";"https://gjqevgkbjkharczhikcl.supabase.co/storage/v1/object/public/delivery_food/08-Desserts/04-crepes.webp";"08-Desserts/04-crepes.webp";"";"None"
"Variante";"10291";"crepes";"Banana";"กล้วย";"150";"0";"10291";"";"";"";"";"";""
"Variante";"10290";"crepes";"Normal";"ธรรมดา";"120";"-30";"10290";"";"";"";"";"";""
"Piatto";"pancake";"desserts";"PANCAKE";"แพนเค้ก";"210";"";"";"";"";"https://gjqevgkbjkharczhikcl.supabase.co/storage/v1/object/public/delivery_food/08-Desserts/05-pancake.webp";"08-Desserts/05-pancake.webp";"";"None"
"Variante";"10293";"pancake";"Banana";"กล้วย";"210";"0";"10293";"";"";"";"";"";""
"Variante";"10292";"pancake";"Normal";"ธรรมดา";"180";"-30";"10292";"";"";"";"";"";""
"Categoria";"breakfast-and-snacks";"";"Breakfast And Snacks";"อาหารเช้าและของว่าง";"";"";"";"";"";"";"";"🍳";""
